"entitynum","samplenum","varname","varnum","count"
1148.00,1.00,"Tiliaceae undiff.",1759.00,1.00
1148.00,1.00,"Triletes undiff.",1230.00,1.00
1148.00,1.00,"Typha",112.00,1.00
1148.00,1.00,"Uapaca",10.00,6.00
1148.00,1.00,"Undetermined",1231.00,2.00
1148.00,1.00,"Vernonia perrottetii-type",1287.00,1.00
1148.00,1.00,"Ziziphus jujuba-type",10149.00,1.00
1149.00,1.00,"Acanthaceae undiff.",954.00,1.00
1149.00,1.00,"Achyranthes-type aspera",438.00,7.00
1149.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
1149.00,1.00,"Ascolepis",327.00,2.00
1149.00,1.00,"Balanites",436.00,1.00
1149.00,1.00,"Borassus/Hyphaene",414.00,1.00
1149.00,1.00,"Cochlospermum",322.00,1.00
1149.00,1.00,"Combretaceae undiff.",1187.00,11.00
1149.00,1.00,"Combretum-type aculeatum",1577.00,10.00
1149.00,1.00,"Combretum-type molle",1186.00,44.00
1149.00,1.00,"Cyperaceae undiff.",1190.00,38.00
1149.00,1.00,"Dialium guineense-type",3686.00,2.00
1149.00,1.00,"Fabaceae undiff.",88.00,1.00
1149.00,1.00,"Hallea-type stipulosa",809.00,12.00
1149.00,1.00,"Indeterminable",1198.00,12.00
1149.00,1.00,"Lannea/Sclerocarya",311.00,69.00
1149.00,1.00,"Lepidagathis",665.00,1.00
1149.00,1.00,"Macaranga-type",712.00,2.00
1149.00,1.00,"Mitragyna-type inermis",2040.00,47.00
1149.00,1.00,"Ormocarpum-type",363.00,2.00
1149.00,1.00,"Poaceae undiff.",1207.00,303.00
1149.00,1.00,"Polycarpaea-type",2059.00,14.00
1149.00,1.00,"Polycarpon-type prostratum",3730.00,2.00
1149.00,1.00,"Rubiaceae undiff.",1219.00,4.00
1149.00,1.00,"Sapotaceae undiff.",1224.00,1.00
1149.00,1.00,"Triletes undiff.",1230.00,2.00
1149.00,1.00,"Undetermined",1231.00,4.00
1150.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
1150.00,1.00,"Anacardiaceae undiff.",1369.00,1.00
1150.00,1.00,"Aniseia martinicensis",2759.00,1.00
1150.00,1.00,"Annonaceae undiff.",945.00,1.00
1150.00,1.00,"Anthocerotaceae undiff.",1168.00,22.00
1150.00,1.00,"Bombax costatum-type",2006.00,4.00
1150.00,1.00,"Borassus/Hyphaene",414.00,1.00
1150.00,1.00,"Celtis toka-type",4146.00,4.00
1150.00,1.00,"Combretaceae undiff.",1187.00,21.00
1150.00,1.00,"Combretum-type aculeatum",1577.00,21.00
1150.00,1.00,"Combretum-type molle",1186.00,136.00
1150.00,1.00,"Cyperaceae undiff.",1190.00,4.00
1150.00,1.00,"Cyttaranthus congolensis",3807.00,2.00
1150.00,1.00,"Dichrostachys cinerea-type",1112.00,1.00
1150.00,1.00,"Elaeis guineensis",23.00,1.00
1150.00,1.00,"Entada/Prosopis",3938.00,1.00
1150.00,1.00,"Erythrophleum-type",2011.00,3.00
1150.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
1150.00,1.00,"Fabaceae undiff.",88.00,4.00
1150.00,1.00,"Hura crepitans",865.00,1.00
1150.00,1.00,"Indeterminable",1198.00,5.00
1150.00,1.00,"Ixora-type brachypoda",2038.00,2.00
1150.00,1.00,"Jasminum",137.00,1.00
1150.00,1.00,"Lamiaceae undiff.",1199.00,1.00
1150.00,1.00,"Lannea/Sclerocarya",311.00,4.00
1150.00,1.00,"Mitracarpus villosus",373.00,1.00
1150.00,1.00,"Monocotyledoneae undiff.",1202.00,2.00
1150.00,1.00,"Phoenix reclinata-type",360.00,1.00
1150.00,1.00,"Poaceae undiff.",1207.00,171.00
1150.00,1.00,"Undetermined",1231.00,7.00
1151.00,1.00,"Acacia",37.00,1.00
1151.00,1.00,"Alchornea",118.00,1.00
1151.00,1.00,"Annonaceae undiff.",945.00,1.00
1151.00,1.00,"Asteraceae undiff.",1174.00,1.00
1151.00,1.00,"Cassia-type",45.00,7.00
1151.00,1.00,"Celtis toka-type",4146.00,8.00
1151.00,1.00,"Combretaceae undiff.",1187.00,17.00
1151.00,1.00,"Combretum-type aculeatum",1577.00,15.00
1151.00,1.00,"Combretum-type molle",1186.00,41.00
1151.00,1.00,"Cyperaceae undiff.",1190.00,7.00
1151.00,1.00,"Detarium",263.00,3.00
1151.00,1.00,"Drypetes-type",2017.00,1.00
1151.00,1.00,"Elaeis guineensis",23.00,3.00
1151.00,1.00,"Entada/Prosopis",3938.00,19.00
1151.00,1.00,"Fabaceae undiff.",88.00,8.00
1151.00,1.00,"Flueggea virosa-type ?",,1.00
1151.00,1.00,"Harungana madagascariensis-type",2023.00,15.00
1151.00,1.00,"Indeterminable",1198.00,16.00
1151.00,1.00,"Ixora-type brachypoda",2038.00,1.00
1151.00,1.00,"Lannea/Sclerocarya",311.00,6.00
1151.00,1.00,"Lepidagathis",665.00,1.00
1151.00,1.00,"Mitragyna-type inermis",2040.00,1.00
1151.00,1.00,"Monoletes undiff.",1203.00,4.00
1151.00,1.00,"Poaceae undiff.",1207.00,148.00
1151.00,1.00,"Rubiaceae undiff.",1219.00,4.00
1151.00,1.00,"Tapinanthus-type",240.00,1.00
1151.00,1.00,"Tetracera alnifolia-type",106.00,2.00
1151.00,1.00,"Typha",112.00,1.00
1151.00,1.00,"Undetermined",1231.00,13.00
1151.00,1.00,"Vigna-type",815.00,1.00
1152.00,1.00,"Acacia",37.00,2.00
1152.00,1.00,"Achyranthes-type aspera",438.00,1.00
1152.00,1.00,"Alchornea",118.00,1.00
1152.00,1.00,"Anacardiaceae undiff.",1369.00,1.00
1152.00,1.00,"Annonaceae undiff.",945.00,1.00
1152.00,1.00,"Apocynaceae undiff.",857.00,2.00
1152.00,1.00,"Ascolepis",327.00,2.00
1152.00,1.00,"Bombax costatum-type",2006.00,5.00
1152.00,1.00,"Bridelia micrantha-type",1742.00,1.00
1152.00,1.00,"Cassia-type",45.00,1.00
1152.00,1.00,"Cichorieae undiff.",1180.00,1.00
1152.00,1.00,"Combretaceae undiff.",1187.00,10.00
1152.00,1.00,"Combretum-type aculeatum",1577.00,12.00
1152.00,1.00,"Combretum-type molle",1186.00,71.00
1152.00,1.00,"Crudia-type",2009.00,2.00
1152.00,1.00,"Cyperaceae undiff.",1190.00,7.00
1152.00,1.00,"Cyttaranthus congolensis",3807.00,2.00
1152.00,1.00,"Elaeis guineensis",23.00,1.00
1152.00,1.00,"Entada/Prosopis",3938.00,1.00
1152.00,1.00,"Fabaceae undiff.",88.00,11.00
1152.00,1.00,"Hura crepitans",865.00,3.00
1152.00,1.00,"Indeterminable",1198.00,10.00
1152.00,1.00,"Ixora-type brachypoda",2038.00,1.00
1152.00,1.00,"Justicia-type",107.00,1.00
1152.00,1.00,"Lannea/Sclerocarya",311.00,31.00
1152.00,1.00,"Lepidagathis",665.00,1.00
1152.00,1.00,"Mitracarpus villosus",373.00,1.00
1152.00,1.00,"Monocotyledoneae undiff.",1202.00,3.00
1152.00,1.00,"Monoletes undiff.",1203.00,1.00
1152.00,1.00,"Parkia biglobosa-type",3944.00,1.00
1152.00,1.00,"Poaceae undiff.",1207.00,367.00
1152.00,1.00,"Polycarpon-type prostratum",3730.00,3.00
1152.00,1.00,"Rubiaceae undiff.",1219.00,3.00
1152.00,1.00,"Sapotaceae undiff.",1224.00,1.00
1152.00,1.00,"Tetracera alnifolia-type",106.00,1.00
1152.00,1.00,"Undetermined",1231.00,8.00
1152.00,1.00,"Vigna-type",815.00,1.00
1153.00,1.00,"Acacia",37.00,3.00
1153.00,1.00,"Acanthaceae undiff.",954.00,2.00
1153.00,1.00,"Aerva-type lanata",1096.00,1.00
1153.00,1.00,"Anthocerotaceae undiff.",1168.00,1.00
1153.00,1.00,"Ascolepis",327.00,2.00
1153.00,1.00,"Borassus/Hyphaene",414.00,1.00
1153.00,1.00,"Combretaceae undiff.",1187.00,12.00
1153.00,1.00,"Combretum-type aculeatum",1577.00,17.00
1153.00,1.00,"Combretum-type molle",1186.00,63.00
1153.00,1.00,"Crossopteryx febrifuga",2036.00,2.00
1153.00,1.00,"Cyperaceae undiff.",1190.00,29.00
1153.00,1.00,"Elaeis guineensis",23.00,1.00
1153.00,1.00,"Hallea-type stipulosa",809.00,4.00
1153.00,1.00,"Indeterminable",1198.00,10.00
1153.00,1.00,"Justicia striata-type",305.00,1.00
1153.00,1.00,"Lannea/Sclerocarya",311.00,3.00
1153.00,1.00,"Lepidagathis",665.00,3.00
1153.00,1.00,"Lophira alata-type",3973.00,1.00
1153.00,1.00,"Macaranga-type",712.00,1.00
1153.00,1.00,"Mitracarpus villosus",373.00,3.00
1153.00,1.00,"Mitragyna-type inermis",2040.00,8.00
1153.00,1.00,"Monoletes undiff.",1203.00,2.00
1153.00,1.00,"Poaceae undiff.",1207.00,336.00
1153.00,1.00,"Polycarpaea-type",2059.00,3.00
1153.00,1.00,"Polycarpon-type prostratum",3730.00,8.00
1153.00,1.00,"Rubiaceae undiff.",1219.00,6.00
1153.00,1.00,"Undetermined",1231.00,4.00
1154.00,1.00,"Acacia",37.00,4.00
1154.00,1.00,"Acalypha",133.00,2.00
1154.00,1.00,"Acanthaceae undiff.",954.00,3.00
1154.00,1.00,"Achyranthes-type aspera",438.00,2.00
1154.00,1.00,"Alchornea",118.00,1.00
1154.00,1.00,"Anthocerotaceae undiff.",1168.00,2.00
1154.00,1.00,"Combretaceae undiff.",1187.00,17.00
1154.00,1.00,"Combretum-type aculeatum",1577.00,11.00
1154.00,1.00,"Combretum-type molle",1186.00,22.00
1154.00,1.00,"Crossopteryx febrifuga",2036.00,1.00
1154.00,1.00,"Cyperaceae undiff.",1190.00,13.00
1154.00,1.00,"Dialium guineense-type",3686.00,1.00
1154.00,1.00,"Erythrococca-type africana",3810.00,5.00
1154.00,1.00,"Ganophyllum-type giganteum",2048.00,10.00
1154.00,1.00,"Hallea-type stipulosa",809.00,1.00
1154.00,1.00,"Indeterminable",1198.00,19.00
1154.00,1.00,"Jasminum",137.00,3.00
1154.00,1.00,"Lannea/Sclerocarya",311.00,10.00
1154.00,1.00,"Lepidagathis",665.00,1.00
1154.00,1.00,"Macaranga-type",712.00,1.00
1154.00,1.00,"Maerua/Ritchiea",318.00,1.00
1154.00,1.00,"Mitragyna-type inermis",2040.00,2.00
1154.00,1.00,"Ormocarpum-type",363.00,1.00
1154.00,1.00,"Poaceae undiff.",1207.00,296.00
1154.00,1.00,"Sapindaceae undiff.",1223.00,1.00
1154.00,1.00,"Sapotaceae undiff.",1224.00,4.00
1154.00,1.00,"Undetermined",1231.00,12.00
1154.00,1.00,"Vernonieae undiff.",1234.00,1.00
1154.00,1.00,"Ximenia americana-type",3980.00,1.00
1155.00,1.00,"Acacia",37.00,1.00
1155.00,1.00,"Achyranthes-type aspera",438.00,4.00
1155.00,1.00,"Annonaceae undiff.",945.00,1.00
1155.00,1.00,"Balanites",436.00,1.00
1155.00,1.00,"Bombax costatum-type",2006.00,2.00
1155.00,1.00,"Celtis toka-type",4146.00,1.00
1155.00,1.00,"Combretaceae undiff.",1187.00,4.00
1155.00,1.00,"Combretum-type aculeatum",1577.00,5.00
1155.00,1.00,"Combretum-type molle",1186.00,109.00
1155.00,1.00,"Cyperaceae undiff.",1190.00,4.00
1155.00,1.00,"Drypetes-type",2017.00,2.00
1155.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
1155.00,1.00,"Fabaceae undiff.",88.00,1.00
1155.00,1.00,"Ficus",127.00,1.00
1155.00,1.00,"Guibourtia",3203.00,1.00
1155.00,1.00,"Hallea-type stipulosa",809.00,2.00
1155.00,1.00,"Harungana madagascariensis-type",2023.00,1.00
1155.00,1.00,"Indeterminable",1198.00,6.00
1155.00,1.00,"Ixora-type brachypoda",2038.00,2.00
1155.00,1.00,"Lannea/Sclerocarya",311.00,1.00
1155.00,1.00,"Lepidagathis",665.00,1.00
1155.00,1.00,"Lophira alata-type",3973.00,2.00
1155.00,1.00,"Mitracarpus villosus",373.00,1.00
1155.00,1.00,"Mitragyna-type inermis",2040.00,1.00
1155.00,1.00,"Poaceae undiff.",1207.00,536.00
1155.00,1.00,"Rubiaceae undiff.",1219.00,7.00
1155.00,1.00,"Undetermined",1231.00,4.00
1156.00,1.00,"Acacia",37.00,3.00
1156.00,1.00,"Asteraceae undiff.",1174.00,11.00
1156.00,1.00,"Caesalpiniaceae undiff.",46.00,13.00
1156.00,1.00,"Caryophyllaceae undiff.",927.00,1.00
1156.00,1.00,"Cassia-type",45.00,4.00
1156.00,1.00,"Combretaceae undiff.",1187.00,15.00
1156.00,1.00,"Combretum-type aculeatum",1577.00,6.00
1156.00,1.00,"Combretum-type molle",1186.00,65.00
1156.00,1.00,"Cyperaceae undiff.",1190.00,28.00
1156.00,1.00,"Daniellia",2010.00,3.00
1156.00,1.00,"Dichrostachys cinerea-type",1112.00,2.00
1156.00,1.00,"Dioscorea",1617.00,1.00
1156.00,1.00,"Elaeis guineensis",23.00,5.00
1156.00,1.00,"Entada/Prosopis",3938.00,1.00
1156.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
1156.00,1.00,"Fabaceae undiff.",88.00,6.00
1156.00,1.00,"Indeterminable",1198.00,23.00
1156.00,1.00,"Ipomoea-type",111.00,1.00
1156.00,1.00,"Lannea/Sclerocarya",311.00,1.00
1156.00,1.00,"Lophira alata-type",3973.00,4.00
1156.00,1.00,"Mitragyna-type inermis",2040.00,2.00
1156.00,1.00,"Morus-type mesozygia",3957.00,1.00
1156.00,1.00,"Phoenix reclinata-type",360.00,1.00
1156.00,1.00,"Phyllanthus-type",15.00,1.00
1156.00,1.00,"Piliostigma reticulatum-type",3699.00,3.00
1156.00,1.00,"Poaceae undiff.",1207.00,459.00
1156.00,1.00,"Rhizophora",243.00,1.00
1156.00,1.00,"Rubiaceae undiff.",1219.00,1.00
1156.00,1.00,"Rumex",146.00,1.00
1156.00,1.00,"Undetermined",1231.00,12.00
1157.00,1.00,"Abutilon",748.00,1.00
1157.00,1.00,"Alchornea",118.00,1.00
1157.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,2.00
1157.00,1.00,"Anthocerotaceae undiff.",1168.00,4.00
1157.00,1.00,"Ascolepis",327.00,9.00
1157.00,1.00,"Asteraceae undiff.",1174.00,1.00
1157.00,1.00,"Cassia-type",45.00,2.00
1157.00,1.00,"Chrysobalanus icaco/Parinari",3742.00,1.00
1157.00,1.00,"Combretaceae undiff.",1187.00,21.00
1157.00,1.00,"Combretum-type aculeatum",1577.00,31.00
1157.00,1.00,"Combretum-type molle",1186.00,26.00
1157.00,1.00,"Cyperaceae undiff.",1190.00,55.00
1157.00,1.00,"Daniellia",2010.00,8.00
1157.00,1.00,"Detarium",263.00,1.00
1157.00,1.00,"Diospyros",68.00,1.00
1157.00,1.00,"Elaeis guineensis",23.00,4.00
1157.00,1.00,"Entada/Prosopis",3938.00,11.00
1157.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
1157.00,1.00,"Fabaceae undiff.",88.00,5.00
1157.00,1.00,"Gardenia-type",4053.00,1.00
1157.00,1.00,"Indeterminable",1198.00,16.00
1157.00,1.00,"Justicia striata-type",305.00,1.00
1157.00,1.00,"Kohautia",295.00,5.00
1157.00,1.00,"Lannea/Sclerocarya",311.00,14.00
1157.00,1.00,"Lophira alata-type",3973.00,14.00
1157.00,1.00,"Macaranga-type",712.00,2.00
1157.00,1.00,"Mitracarpus villosus",373.00,3.00
1157.00,1.00,"Monoletes undiff.",1203.00,1.00
1157.00,1.00,"Poaceae undiff.",1207.00,159.00
1157.00,1.00,"Rubiaceae undiff.",1219.00,1.00
1157.00,1.00,"Sapotaceae undiff.",1224.00,1.00
1157.00,1.00,"Spermacoce-type",375.00,13.00
1157.00,1.00,"Syzygium-type",5.00,4.00
1157.00,1.00,"Undetermined",1231.00,11.00
1158.00,1.00,"Acacia",37.00,1.00
1158.00,1.00,"Achyranthes-type aspera",438.00,2.00
1158.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,1.00
1158.00,1.00,"Annonaceae undiff.",945.00,3.00
1158.00,1.00,"Anthocerotaceae undiff.",1168.00,1.00
1158.00,1.00,"Asteraceae undiff.",1174.00,2.00
1158.00,1.00,"Caesalpiniaceae undiff.",46.00,1.00
1158.00,1.00,"Cassia-type",45.00,1.00
1158.00,1.00,"Celtis toka-type",4146.00,1.00
1158.00,1.00,"Combretaceae undiff.",1187.00,5.00
1158.00,1.00,"Combretum-type aculeatum",1577.00,1.00
1158.00,1.00,"Combretum-type molle",1186.00,17.00
1158.00,1.00,"Cyperaceae undiff.",1190.00,5.00
1158.00,1.00,"Daniellia",2010.00,4.00
1158.00,1.00,"Detarium",263.00,13.00
1158.00,1.00,"Dioscorea",1617.00,1.00
1158.00,1.00,"Elaeis guineensis",23.00,8.00
1158.00,1.00,"Euphorbiaceae undiff.",863.00,1.00
1158.00,1.00,"Flueggea virosa-type ?",,3.00
1158.00,1.00,"Indeterminable",1198.00,18.00
1158.00,1.00,"Justicia-type",107.00,1.00
1158.00,1.00,"Lannea/Sclerocarya",311.00,2.00
1158.00,1.00,"Lepidagathis",665.00,5.00
1158.00,1.00,"Mitracarpus villosus",373.00,1.00
1158.00,1.00,"Monocotyledoneae undiff.",1202.00,1.00
1158.00,1.00,"Phyllanthus-type",15.00,1.00
1158.00,1.00,"Poaceae undiff.",1207.00,618.00
1158.00,1.00,"Polycarpon-type prostratum",3730.00,15.00
1158.00,1.00,"Rhizophora",243.00,1.00
1158.00,1.00,"Rubiaceae undiff.",1219.00,3.00
1158.00,1.00,"Solanum-type",384.00,1.00
1158.00,1.00,"Spermacoce-type",375.00,3.00
1158.00,1.00,"Spermacoce-type radiata",4073.00,1.00
1158.00,1.00,"Tapinanthus-type",240.00,1.00
1158.00,1.00,"Undetermined",1231.00,7.00
1159.00,1.00,"Acacia",37.00,4.00
1159.00,1.00,"Achyranthes-type aspera",438.00,56.00
1159.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,23.00
1159.00,1.00,"Arachis hypogaea",10008.00,1.00
1159.00,1.00,"Asteraceae undiff.",1174.00,2.00
1159.00,1.00,"Balanites",436.00,8.00
1159.00,1.00,"Brassicaceae undiff.",1182.00,1.00
1159.00,1.00,"Cassia-type",45.00,3.00
1159.00,1.00,"Cleome-type gynandra",3717.00,2.00
1159.00,1.00,"Combretaceae undiff.",1187.00,4.00
1159.00,1.00,"Combretum-type molle",1186.00,21.00
1159.00,1.00,"Commelina-type benghalensis",659.00,1.00
1159.00,1.00,"Commiphora africana-type",1108.00,1.00
1159.00,1.00,"Cyperaceae undiff.",1190.00,4.00
1159.00,1.00,"Euphorbia-type",529.00,2.00
1159.00,1.00,"Euphorbiaceae undiff.",863.00,5.00
1159.00,1.00,"Fabaceae undiff.",88.00,11.00
1159.00,1.00,"Grewia-type",60.00,1.00
1159.00,1.00,"Indeterminable",1198.00,15.00
1159.00,1.00,"Lannea/Sclerocarya",311.00,2.00
1159.00,1.00,"Leucas-type",274.00,22.00
1159.00,1.00,"Maerua/Ritchiea",318.00,1.00
1159.00,1.00,"Malvaceae undiff.",921.00,1.00
1159.00,1.00,"Mitracarpus villosus",373.00,9.00
1159.00,1.00,"Phyllanthus-type",15.00,1.00
1159.00,1.00,"Poaceae undiff.",1207.00,319.00
1159.00,1.00,"Sida",652.00,2.00
1159.00,1.00,"Spermacoce-type radiata",4073.00,1.00
1159.00,1.00,"Tribulus terrestris-type",3431.00,3.00
1159.00,1.00,"Typha",112.00,2.00
1159.00,1.00,"Undetermined",1231.00,4.00
1159.00,1.00,"Zaleya-type pentandra",3570.00,38.00
1160.00,1.00,"Acacia",37.00,6.00
1160.00,1.00,"Achyranthes-type aspera",438.00,9.00
1160.00,1.00,"Aerva-type lanata",1096.00,1.00
1160.00,1.00,"Aizoaceae undiff.",1167.00,15.00
1160.00,1.00,"Amaranthaceae/Chenopodiaceae undiff.",2054.00,17.00
1160.00,1.00,"Arachis hypogaea",10008.00,9.00
1160.00,1.00,"Balanites aegyptiaca-type",401.00,16.00
1160.00,1.00,"Boscia-type",407.00,1.00
1160.00,1.00,"Cassia-type",45.00,5.00
1160.00,1.00,"Celosia argentea-type",2819.00,1.00
1160.00,1.00,"Cissampelos-type mucronata",1106.00,1.00
1160.00,1.00,"Cleome-type gynandra",3717.00,17.00
1160.00,1.00,"Combretaceae undiff.",1187.00,22.00
1160.00,1.00,"Combretum-type aculeatum",1577.00,17.00
1160.00,1.00,"Combretum-type molle",1186.00,11.00
1160.00,1.00,"Commelina-type benghalensis",659.00,1.00
1160.00,1.00,"Commiphora africana-type",1108.00,1.00
1160.00,1.00,"Cyperaceae undiff.",1190.00,16.00
1160.00,1.00,"Ephedra",329.00,1.00
1160.00,1.00,"Fabaceae undiff.",88.00,3.00
1160.00,1.00,"Indeterminable",1198.00,14.00
1160.00,1.00,"Ipomoea-type",111.00,6.00
1160.00,1.00,"Kohautia",295.00,1.00
1160.00,1.00,"Lamiaceae undiff.",1199.00,5.00
1160.00,1.00,"Lannea/Sclerocarya",311.00,1.00
1160.00,1.00,"Lotus arabicus-type",362.00,1.00
1160.00,1.00,"Maerua/Ritchiea",318.00,1.00
1160.00,1.00,"Merremia-type",326.00,9.00
1160.00,1.00,"Mitracarpus villosus",373.00,46.00
1160.00,1.00,"Mitragyna-type inermis",2040.00,2.00
1160.00,1.00,"Phyllanthus-type amarus",1194.00,5.00
1160.00,1.00,"Poaceae undiff.",1207.00,157.00
1160.00,1.00,"Polycarpon-type prostratum",3730.00,1.00
1160.00,1.00,"Spermacoce-type radiata",4073.00,1.00
1160.00,1.00,"Tinospora bakis-type",3926.00,5.00
1160.00,1.00,"Tribulus terrestris-type",3431.00,2.00
1160.00,1.00,"Urticaceae undiff.",1232.00,1.00
1160.00,1.00,"Ziziphus jujuba-type",10149.00,1.00
1161.00,1.00,"Achyranthes-type aspera",438.00,2.00
1161.00,1.00,"Adansonia digitata",313.00,1.00
1161.00,1.00,"Alchornea",118.00,59.00
1161.00,1.00,"Anthocerotaceae undiff.",1168.00,1.00
1161.00,1.00,"Asteraceae undiff.",1174.00,4.00
1161.00,1.00,"Balanites",436.00,1.00
1161.00,1.00,"Blepharis-type",2225.00,1.00
1161.00,1.00,"Borassus/Hyphaene",414.00,2.00
1161.00,1.00,"Caesalpiniaceae undiff.",46.00,2.00
1161.00,1.00,"Celtis toka-type",4146.00,1.00
1161.00,1.00,"Combretaceae undiff.",1187.00,2.00
1161.00,1.00,"Combretum-type molle",1186.00,9.00
1161.00,1.00,"Cyperaceae undiff.",1190.00,19.00
1161.00,1.00,"Detarium",263.00,1.00
1161.00,1.00,"Elaeis guineensis",23.00,583.00
1161.00,1.00,"Euphorbiaceae undiff.",863.00,7.00
1161.00,1.00,"Fabaceae undiff.",88.00,1.00
1161.00,1.00,"Hallea-type stipulosa",809.00,2.00
1161.00,1.00,"Indeterminable",1198.00,6.00
1161.00,1.00,"Macaranga-type",712.00,7.00
1161.00,1.00,"Mallotus-type",12.00,1.00
1161.00,1.00,"Mimosaceae undiff.",3942.00,1.00
1161.00,1.00,"Mitracarpus villosus",373.00,8.00
1161.00,1.00,"Monocotyledoneae undiff.",1202.00,5.00
1161.00,1.00,"Parkia biglobosa-type",3944.00,2.00
1161.00,1.00,"Phyllanthus-type",15.00,1.00
1161.00,1.00,"Phyllanthus-type reticulatus",1139.00,2.00
1161.00,1.00,"Poaceae undiff.",1207.00,28.00
1161.00,1.00,"Rhizophora",243.00,2.00
1161.00,1.00,"Sapotaceae undiff.",1224.00,2.00
1161.00,1.00,"Spermacoce-type radiata",4073.00,5.00
1161.00,1.00,"Triumfetta-type",102.00,1.00
1161.00,1.00,"Uapaca",10.00,1.00
1161.00,1.00,"Undetermined",1231.00,3.00
1162.00,1.00,"Abutilon",748.00,1.00
1162.00,1.00,"Acanthaceae undiff.",954.00,1.00
1162.00,1.00,"Achyranthes-type aspera",438.00,2.00
1162.00,1.00,"Alchornea",118.00,13.00
1162.00,1.00,"Asteraceae undiff.",1174.00,3.00
1162.00,1.00,"Bridelia micrantha-type",1742.00,1.00
1162.00,1.00,"Cassia-type",45.00,1.00
1162.00,1.00,"Ceiba pentandra",30.00,2.00
1162.00,1.00,"Chrysobalanus icaco/Parinari",3742.00,12.00
1162.00,1.00,"Combretaceae undiff.",1187.00,1.00
1162.00,1.00,"Combretum-type aculeatum",1577.00,1.00
1162.00,1.00,"Combretum-type molle",1186.00,1.00
1162.00,1.00,"Cyperaceae undiff.",1190.00,15.00
1162.00,1.00,"Detarium",263.00,9.00
1162.00,1.00,"Dialium guineense-type",3686.00,3.00
1162.00,1.00,"Dichrostachys cinerea-type",1112.00,3.00
1162.00,1.00,"Elaeis guineensis",23.00,456.00
1162.00,1.00,"Fabaceae undiff.",88.00,1.00
1162.00,1.00,"Ficus",127.00,1.00
1162.00,1.00,"Grewia-type",60.00,1.00
1162.00,1.00,"Hygrophila",430.00,2.00
1162.00,1.00,"Indeterminable",1198.00,22.00
1162.00,1.00,"Justicia-type",107.00,1.00
1162.00,1.00,"Lamiaceae undiff.",1199.00,1.00
1162.00,1.00,"Lannea/Sclerocarya",311.00,1.00
1162.00,1.00,"Maerua/Ritchiea",318.00,1.00
1162.00,1.00,"Mitragyna-type inermis",2040.00,2.00
1162.00,1.00,"Monoletes undiff.",1203.00,1.00
1162.00,1.00,"Poaceae undiff.",1207.00,28.00
1162.00,1.00,"Polycarpaea-type",2059.00,1.00
1162.00,1.00,"Polygala-type",110.00,1.00
1162.00,1.00,"Rhizophora",243.00,21.00
1162.00,1.00,"Spermacoce-type radiata",4073.00,4.00
1162.00,1.00,"Treculia africana-type",2031.00,1.00
1162.00,1.00,"Undetermined",1231.00,15.00
1163.00,1.00,"Achyranthes-type aspera",438.00,1.00
1163.00,1.00,"Alchornea",118.00,3.00
1163.00,1.00,"Anacardiaceae undiff.",1369.00,2.00
1163.00,1.00,"Anacardium occidentale",3586.00,1.00
1163.00,1.00,"Asteraceae undiff.",1174.00,3.00
1163.00,1.00,"Balanites",436.00,2.00
1163.00,1.00,"Borassus/Hyphaene",414.00,1.00
1163.00,1.00,"Cassia-type",45.00,1.00
1163.00,1.00,"Ceiba pentandra",30.00,4.00
1163.00,1.00,"Celtis toka-type",4146.00,40.00
1163.00,1.00,"Chrysobalanus icaco/Parinari",3742.00,9.00
1163.00,1.00,"Citrus",1709.00,1.00
1163.00,1.00,"Combretum-type aculeatum",1577.00,3.00
1163.00,1.00,"Combretum-type molle",1186.00,2.00
1163.00,1.00,"Crossopteryx febrifuga",2036.00,1.00
1163.00,1.00,"Cyperaceae undiff.",1190.00,8.00
1163.00,1.00,"Dioscorea",1617.00,2.00
1163.00,1.00,"Elaeis guineensis",23.00,144.00
1163.00,1.00,"Fabaceae undiff.",88.00,1.00
1163.00,1.00,"Ganophyllum-type giganteum",2048.00,10.00
1163.00,1.00,"Hygrophila",430.00,1.00
1163.00,1.00,"Hypoestes-type",772.00,4.00
1163.00,1.00,"Lannea/Sclerocarya",311.00,1.00
1163.00,1.00,"Macaranga-type",712.00,1.00
1163.00,1.00,"Mitracarpus villosus",373.00,4.00
1163.00,1.00,"Monocotyledoneae undiff.",1202.00,1.00
1163.00,1.00,"Monoletes undiff.",1203.00,1.00
1163.00,1.00,"Moraceae undiff.",1752.00,3.00
1163.00,1.00,"Musanga-type",3958.00,1.00
1163.00,1.00,"Myrianthus-type serratus",2030.00,3.00
1163.00,1.00,"Myrtaceae undiff.",3964.00,2.00
1163.00,1.00,"Poaceae undiff.",1207.00,22.00
1163.00,1.00,"Polygala-type",110.00,1.00
1163.00,1.00,"Rhizophora",243.00,5.00
